Title,Description,Director,Genres,Cast,Origin_Country,Release_Date,Rating,Duration,Imdb_Rating,Type
Riverdale,"While navigating the troubled waters of sex, romance, school and family, teen Archie and his gang become entangled in a dark Riverdale mystery.",Rob Seidenglanz,"Crime TV Shows, TV Dramas, TV Mysteries","K.J. Apa, Lili Reinhart, Camila Mendes, Cole Sprouse, Marisol Nichols, Madelaine Petsch, Ashleigh Murray, Mädchen Amick, Luke Perry, Casey Cott, Charles Melton, Mark Consuelos, Lochlyn Munro, Peter Bryant, Colin Lawrence, Molly Ringwald, Asha Bromfield, Barclay Hope, Hayley Law, Martin Cummins, Sarah Habel, Nathalie Boltt, Skeet Ulrich",United States,2019.0,TV-14,4 Seasons,7.0/10,TV Show
Rize,"This documentary explores ""krumping,"" a fast-paced urban dance, and follows the man that originated the phenomenon in South Central Los Angeles.",David LaChapelle,"Documentaries, Music & Musicals","Tommy the Clown, Tight Eyez","United States, United Kingdom",2005.0,PG-13,87 min,7.0/10,Movie
Rocco,Italian porn star Rocco Siffredi is showcased in this documentary that shadows the legendary performer during his final year in front of the camera.,"Thierry Demaizière, Alban Teurlai","Documentaries, International Movies",Rocco Siffredi,France,2016.0,TV-MA,103 min,5.8/10,Movie
Rocks,"Following her mother's abrupt departure, a dynamic and determined teen goes to extraordinary lengths to protect and provide for her younger brother.",Sarah Gavron,Dramas,"Bukky Bakray, Kosar Ali, D'angelou Osei Kissiedu, Shaneigha-Monik Greyson, Sarah Niles, Ruby Stokes, Tawheda Begum, Afi Okaidja, Anastasia Dymitrow",United Kingdom,2019.0,TV-MA,93 min,7.4/10,Movie
ROMA,"Director Alfonso Cuarón delivers a vivid, emotional portrait of domestic life and social hierarchy set against Mexico's political turmoil of the 1970s.",Alfonso Cuarón,"Dramas, Independent Movies, International Movies","Yalitza Aparicio, Marina de Tavira","Mexico, United States",2018.0,R,135 min,7.6/10,Movie
Romina,A shocking assault inspires horrific violence when a group of teens encounters a girl from their school while camping in a remote spot.,Diego Cohen,"Horror Movies, Independent Movies, International Movies","Francisca Lozano, Oliver Nava, Arantza Ruiz, Claudia Zepeda, Walter Bercht, Roberto Beck, Victor Bonilla, Eduardo Negrete",Mexico,2018.0,TV-MA,75 min,2.4/10,Movie
Roohi,"Hired to kidnap a bride, two bumbling pals face a wacky predicament when one falls for their abductee — and the other, for the spirit possessing her.",Hardik Mehta,"Comedies, Horror Movies, International Movies","Rajkummar Rao, Varun Sharma, Janhvi Kapoor, Manav Vij, Sarita Joshi, Anuraag Arora, Alexx O'Nell, Rajesh Jais",India,2021.0,TV-14,133 min,4.1/10,Movie
Roped,A star cowboy in a traveling rodeo gets thrown off course when he falls in love with the daughter of a tough-minded town councilman.,Shaun Paul Piccinino,"Children & Family Movies, Dramas, Romantic Movies","Josh Swickard, Casper Van Dien, Lorynn York, Christina Moore, John Schneider, Michael Roark, Shane Graham, Cooper Lundeen, Javicia Leslie, Spencer Neville",United States,2020.0,PG,90 min,5.6/10,Movie
Rush,"In the 1970s, a rivalry propels race car drivers Niki Lauda and James Hunt to fame and glory — until a horrible accident threatens to end it all.",Ron Howard,"Action & Adventure, Dramas, International Movies","Chris Hemsworth, Daniel Brühl, Olivia Wilde, Alexandra Maria Lara, Pierfrancesco Favino, David Calder, Natalie Dormer, Stephen Mangan, Christian McKay, Alistair Petrie","United Kingdom, Germany, United States",2013.0,R,123 min,8.0/10,Movie
Saaho,"In a fictional megalopolis, a stunning underworld theft triggers a fierce power struggle among the gangsters, with an enigmatic cop on their trail.",Sujeeth,"Action & Adventure, International Movies","Prabhas, Shraddha Kapoor, Jackie Shroff, Chunky Pandey, Neil Nitin Mukesh, Arun Vijay, Vennela Kishore, Murli Sharma, Lal, Prakash Belawadi, Mahesh Manjrekar, Tinnu Anand",India,2019.0,TV-14,172 min,5.1/10,Movie
Saavat,"In rural India, a detective's investigation of seven confounding suicides uncovers revelations about the myths and mindsets of the rest of the village.",Saurabh Sinha,"Dramas, Independent Movies, International Movies","Smita Tambe, Milind Shirole, Shwetambari Ghute, Shitanshu Kumar Sharad, Nishikant Rawji, Sanjivani Khanvilkar",India,2019.0,TV-14,118 min,6.5/10,Movie
Saawan,"Outcast from society and left to die in the wilderness, a young boy with polio embarks on a journey to connect with his mother. Based on a true story.",Farhan Alam,"Dramas, Independent Movies, International Movies","Karam Hussain, Arif Bahlim, Najiba Faiz, Saleem Mairaj, Imran Aslam, Daniyal Yousuf, Sohail Malik, Ali Hafiz",Pakistan,2016.0,TV-14,128 min,7.3/10,Movie
Sabotage,"A crack team of DEA agents plots a daring heist, making off with $10 million in drug money. They soon find themselves targets of an unknown killer.",David Ayer,"Action & Adventure, Dramas","Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Terrence Howard, Joe Manganiello, Josh Holloway, Mireille Enos, Harold Perrineau, Martin Donovan, Max Martini, Mark Schlegel, Kevin Vance",United States,2014.0,R,109 min,5.6/10,Movie
Sabrina,A toy manufacturer and his wife are terrorized by a demon after their orphaned niece tries to summon her late mother's spirit using a spooky ritual.,Rocky Soraya,"Horror Movies, International Movies","Luna Maya, Christian Sugiono, Sara Wijayanto, Jeremy Thomas, Richelle Georgette Skornicki, Rizky Hanggono, Asri Handayani",Indonesia,2018.0,TV-MA,114 min,4.4/10,Movie
Sahara,"When his new love is captured by an evil snake charmer, a young cobra and his scorpion best friend set out across the desert on a wild rescue mission.",Pierre Coré,Children & Family Movies,"Robert Naylor, Angela Galuppo, Daniel Brochu, Mark Hauser, Andrew Shaver, Mathew Mackay, Richard Dumont, Brady Moffatt, Rick Jones, Nadia Verrucci, Sonja Ball","France, Canada",2017.0,TV-Y7,86 min,5.8/10,Movie
Salaakhen,"Two close childhood friends take drastically different paths in life, but meet by chance years later and fall in love, unaware of their past bond.",A. Salaam,"Action & Adventure, International Movies, Music & Musicals","Shashi Kapoor, Sulakshana Pandit, Mehmood, Sudhir, Anjana Mumtaz, Sajjan, M. Rajan, Mac Mohan, Amrish Puri, Ramesh Deo",India,1975.0,TV-14,134 min,6.0/10,Movie
Saladin,The Sultan of Egypt and Syria launches a campaign to retake Jerusalem amid the Crusades.,Youssef Chahine,"Action & Adventure, Classic Movies, Dramas","Ahmad Mazhar, Salah Zo El Faqqar, Nadia Lotfi, Hamdy Gheith, Laila Fawzy, Omar El-Hariri, Laila Taher, Hussein Riad, Mahmoud El Meleigy, Zaki Tolaimat",Egypt,1963.0,TV-MA,194 min,7.8/10,Movie
Samantaral,"On a family visit, a young man and his girlfriend set out to discover why his eccentric uncle has been mysteriously confined to one room for years.",Partha Chakraborty,"Dramas, International Movies","Riddhi Sen, Parambrata Chatterjee, Soumitra Chatterjee, Aparajita Adhya, Tanusree Chakraborty, Kushal Chakraborty, Anindya Banerjee, Surangana Banerjee",India,2017.0,TV-MA,110 min,7.7/10,Movie
Sanju,"From the depths of addiction to the heights of stardom to underworld entanglements, this biopic traces the checkered past of Indian actor Sanjay Dutt.",Rajkumar Hirani,"Dramas, International Movies","Ranbir Kapoor, Vicky Kaushal, Paresh Rawal, Sonam Kapoor, Dia Mirza, Jim Sarbh, Anushka Sharma, Manisha Koirala, Boman Irani",India,2018.0,TV-MA,159 min,7.6/10,Movie
Santana,Two brothers — one a narcotics agent and the other a general — finally discover the identity of the drug lord who murdered their parents decades ago.,"Chris Roland, Maradona Dias Dos Santos","Action & Adventure, International Movies","Paulo Americano, Raul Rosario, Rapulana Seiphemo, David O'Hara, Hakeem Kae-Kazim, Neide Vieira, Cigano Satyohamba, Nompilo Gwala","South Africa, Angola",2020.0,TV-MA,107 min,3.7/10,Movie
Sarajevo,"Tasked with unraveling the assassination of Archduke Franz Ferdinand, an honorable magistrate finds himself targeted by the shadowy perpetrators.",Andreas Prochaska,"Dramas, International Movies","Florian Teichtmeister, Heino Ferch, Melika Foroutan, Juergen Maurer, Edin Hasanovic, Eugen Knecht, Mateusz Dopieralski, Dominik Warta, Simon Hatzl, Erwin Steinhauer, Friedrich von Thun, Juraj Kukura","Austria, Czech Republic",2014.0,TV-PG,98 min,6.8/10,Movie
Sarbath,"When a city man returns to his native village for his brother’s wedding, several unforeseen snags make his visit more eventful than anticipated.",Prabhakaran,"Comedies, Dramas, International Movies","Kathir, Soori, Rahasya Gorak, Ashvatt",India,2021.0,TV-PG,113 min,5.6/10,Movie
Sarkar,A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.,A.R. Murugadoss,"Action & Adventure, Dramas, International Movies","Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",India,2018.0,TV-MA,162 min,6.9/10,Movie
Satyagraha,"In this Bollywood drama, a corporate go-getter sees his priorities shift when personal tragedy brings him face-to-face with political corruption.",Prakash Jha,"Dramas, International Movies, Music & Musicals","Kareena Kapoor, Amitabh Bachchan, Ajay Devgn, Arjun Rampal, Amrita Rao, Manoj Bajpayee, Vipin Sharma, Anjali Patil",India,2013.0,TV-14,146 min,5.8/10,Movie
Savages,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",Oliver Stone,"Dramas, Thrillers","Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2012.0,R,131 min,6.4/10,Movie
Scarecrow,"When his former partners vote to sell off a pricey piece of stolen jewelry, a thief recruits his grandson to help him retain it and repent for his deed.",Khaled Marei,"Comedies, International Movies","Ahmed Helmy, Menna Shalaby, Khaled El Sawy, Bayoumi Fouad, Entsar, Samy Maghawry, Mahmoud Ellisy, Yasser El Tobgy, Hassan Hosny, Lotfy Labib",Egypt,2019.0,TV-MA,121 min,5.1/10,Movie
Security,"After the assault of a young woman in their seaside town, a security expert and his family get caught in a powerful riptide of secrets and lies.",Peter Chelsom,"Dramas, International Movies, Thrillers","Marco D'Amore, Maya Sansa, Silvio Muccino, Valeria Bilello, Ludovica Martino, Giulio Pranno, Tommaso Ragno, Beatrice Grannò, Antonio Zavatteri, Anna Della Rosa, Fabrizio Bentivoglio",Italy,2021.0,TV-MA,119 min,5.0/10,Movie
Sei,"An aspiring yet aimless actor takes over his ailing father's job as an ambulance driver, unwittingly getting involved in an organ-trafficking network.",Raj Babu,"Action & Adventure, Comedies, Dramas","Nakhul, Aanchal Munjal, Nassar, Prakash Raj, Thalaivasal Vijay, Manobala, Jeyan Cherthala, Annadurai Kannadasan",India,2018.0,TV-14,126 min,4.2/10,Movie
Selfless,"A dying tycoon has his consciousness transplanted into the body of a healthy young man, only to make a troubling discovery about the body's origin.",Tarsem Singh,"Sci-Fi & Fantasy, Thrillers","Ryan Reynolds, Natalie Martinez, Matthew Goode, Ben Kingsley, Victor Garber, Derek Luke, Michelle Dockery, Melora Hardin, Brendan McCarthy, Sam Page",United States,2015.0,PG-13,117 min,6.6/10,Movie
Sentinelle,"Transferred home after a traumatizing combat mission, a highly trained French soldier uses her lethal skills to hunt down the man who hurt her sister.",Julien Leclercq,"Action & Adventure, Dramas, International Movies","Olga Kurylenko, Marilyn Lima, Michel Nabokoff, Martin Swabey, Carole Weyers, Andrey Gorlenko, Antonia Malinova, Gabriel Almaer, Blaise Afonso, Guillaume Duhesme, Michel Biel",France,2021.0,TV-MA,81 min,4.6/10,Movie
Sergio,"Passions, ideals and bitter realities collide as charismatic UN diplomat Sergio Vieira de Mello becomes trapped in a life-threatening situation in Iraq.",Greg Barker,"Dramas, Independent Movies","Wagner Moura, Ana de Armas, Brían F. O'Byrne, Clemens Schick, Bradley Whitford",United States,2020.0,R,119 min,6.3/10,Movie
Sergio,"This moving documentary profiles Sergio Vieira de Mello, the charismatic U.N. High Commissioner of Human Rights, who was killed by terrorists in Iraq.",Greg Barker,Documentaries,Sérgio Viera de Mello,United States,2009.0,TV-14,94 min,7.2/10,Movie
Settai,"Asked to deliver a package for a friend, Madhu gets her fiancé, Jayaganthan, to take care of it, and he then passes the task to one of his roommates.",R. Kannan,"Comedies, International Movies, Music & Musicals","Arya, Anjali, Hansika Motwani, Santhanam, Premgi Amaren, Nasser",India,2013.0,TV-14,123 min,4.6/10,Movie
Seventeen,"To find his therapy dog, a 17-year-old escapes from juvie and embarks on a journey of reconnection with his brother and grandmother through Cantabria.",Daniel Sánchez Arévalo,"Comedies, Dramas, International Movies","Biel Montoro, Nacho Sánchez, Lola Cordón, Itsaso Arana, Chani Martín, Iñigo Aranburu, Kandido Uranga, Javier Cifrián, Mamen Duch, Carolina Clemente, Jorge Cabrera, Daniel Fuster, Edgar Costas, Patxi Santamaría",Spain,2019.0,TV-MA,100 min,7.1/10,Movie
Sextuplets,"When a dad-to-be learns he's actually a sextuplet, he sets off on a wild journey to meet his long-lost family. Marlon Wayans stars as all six siblings.",Michael Tiddes,Comedies,"Marlon Wayans, Bresha Webb, Michael Ian Black, Glynn Turman, Molly Shannon, Debbi Morgan",United States,2019.0,TV-14,100 min,4.3/10,Movie
Shabd,"When a novelist seeks inspiration by urging his wife to have an affair, the line between his story and his real life grows disconcertingly blurry.",Leena Yadav,"Dramas, International Movies, Romantic Movies","Sanjay Dutt, Aishwarya Rai Bachchan, Zayed Khan, Brijendra Kala, Sadiya Siddiqui, Kamini Khanna",India,2005.0,TV-14,146 min,5.2/10,Movie
Shadow,"As three kingdoms struggle for control of a walled city, a figure with a rare power spins a web of intrigue that entangles a king's court.",Zhang Yimou,"Action & Adventure, Dramas, International Movies","Deng Chao, Sun Li, Ryan Cheng, Wang Qianyuan, Hu Jun, Wang Jingchun, Guan Xiaotong, Leo Wu","China, Hong Kong",2018.0,TV-14,116 min,6.9/10,Movie
Shaitan,"When they're blackmailed after a hit-and-run, a troubled rich girl and her wild friends stage a fake kidnapping with a plan to collect the ransom.",Bejoy Nambiar,"Action & Adventure, Dramas, Independent Movies","Rajeev Khandelwal, Kalki Koechlin, Gulshan Devaiah, Shiv Pandit, Kirti Kulhari, Neil Bhoopalam, Nikhil Chinappa, Rajit Kapoor, Rajkummar Rao, Pavan Malhotra",India,2011.0,TV-MA,126 min,7.1/10,Movie
Shikari,"When Shankar, who performs on the road with partner Chanchal and elephant Appu, falls for a Russian circus performer, jealousies and conflicts arise.","Latif Faiziyev, Umesh Mehra","Dramas, International Movies, Music & Musicals","Mithun Chakraborty, Naseeruddin Shah, Irina Kushnareva, Varsha Usgaonkar, Gulshan Grover, Anjana Mumtaz, Amrish Puri, Amrit Pal, Achyut Potdar, Lilliput","India, Soviet Union",1991.0,TV-14,163 min,5.8/10,Movie
Shutter,"After killing a young girl in a hit-and-run accident, a couple is haunted by more than just the memory of their deadly choice.","Banjong Pisanthanakun, Parkpoom Wongpoom","Horror Movies, International Movies","Ananda Everingham, Natthaweeranuch Thongmee, Achita Sikamana, Unnop Chanpaibool, Titikarn Tongprasearth, Sivagorn Muttamara, Chachchaya Chalemphol, Kachormsak Naruepatr",Thailand,2004.0,TV-MA,96 min,7.0/10,Movie
Sightless,A former violinist grows suspicious of the new people in her life and their alarming behavior as she recovers from an assault that left her blind.,Cooper Karl,Thrillers,"Madelaine Petsch, Alexander Koch, December Ensminger, Lee Jones",United States,2020.0,TV-14,89 min,5.3/10,Movie
Singapore,"When his employee disappears in Singapore, Shyam travels from India to investigate the absence and becomes entangled in a deadly plot.",Shakti Samanta,"Comedies, Dramas, International Movies","Shammi Kapoor, Padmini, Maria Menado, Shashikala, Agha, K.N. Singh, Madan Puri, Helen","India, Malaysia",1960.0,TV-PG,158 min,6.6/10,Movie
Singham,A police inspector kills himself after a powerful gangster frames him for corruption – but soon the thug faces the full force of cop Bajirao Singham.,Rohit Shetty,"Action & Adventure, Dramas, International Movies","Ajay Devgn, Kajal Aggarwal, Prakash Raj, Sonali Kulkarni, Sachin Khedekar, Sudhanshu Pandey, Anant Jog",India,2011.0,TV-14,142 min,7.0/10,Movie
